scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,s,9,Pedestrian,,placeholder,13;14,0,18.5185
2,s,13,Pedestrian,,placeholder,9;14,0,4.170833
3,s,14,Pedestrian,,placeholder,9;13,0,45.712333
4,s,81,Pedestrian,,placeholder,112;167;168,72.405667,183.349833
5,s,112,Pedestrian,,placeholder,81;167;168,101.101,179.512667
6,s,167,Pedestrian,,placeholder,81;112;168;189;191;196;247;250,161.995167,261.928333
7,s,168,Pedestrian,,placeholder,81;112;167;189;191;196;247;250,161.995167,261.928333
8,s,189,Pedestrian,,placeholder,167;168;191;196,194.6945,209.209
9,s,191,Pedestrian,,placeholder,167;168;189;196,194.6945,208.374833
10,s,196,Pedestrian,,placeholder,167;168;189;191;247;250,198.198,261.928333
11,s,247,Pedestrian,,placeholder,167;168;196;250,235.568667,261.928333
12,s,250,Pedestrian,,placeholder,167;168;196;247,242.242,261.928333
