scenario_id,selected,track_id,type,direction,scenario_type,constraint_agents,start_time,end_time
1,x,28,Pedestrian,,placeholder,29;30;37,0,13.179833
2,s,29,Pedestrian,,placeholder,28;30;37;43;49;60;88;150,0,21
3,s,29,Pedestrian,,placeholder,28;30;37;43;49;60;88;150,21,68
4,s,29,Pedestrian,,placeholder,28;30;37;43;49;60;88;150,68,94
5,s,29,Pedestrian,,placeholder,28;30;37;43;49;60;88;150,94,113.446667
6,s,30,Pedestrian,,placeholder,28;29;37;43;49;60,0,44
7,s,30,Pedestrian,,placeholder,28;29;37;43;49;60,44,57.5575
8,s,37,Pedestrian,,placeholder,28;29;30;43;49;60;88,7.173833,27
9,s,37,Pedestrian,,placeholder,28;29;30;43;49;60;88,27,44
10,s,37,Pedestrian,,placeholder,28;29;30;43;49;60;88,44,68.902167
11,x,43,Pedestrian,,placeholder,29;30;37;49,16.016,29.863167
12,s,49,Pedestrian,,placeholder,29;30;37;43;60;88;150;160,25.5255,36
13,s,49,Pedestrian,,placeholder,29;30;37;43;60;88;150;160,36,48
14,s,49,Pedestrian,,placeholder,29;30;37;43;60;88;150;160,48,105
15,s,49,Pedestrian,,placeholder,29;30;37;43;60;88;150;160,105,132
16,s,49,Pedestrian,,placeholder,29;30;37;43;60;88;150;160,132,160.493667
17,s,60,Pedestrian,,placeholder,29;30;37;49;88;150;160,35.702333,90
18,s,60,Pedestrian,,placeholder,29;30;37;49;88;150;160,90,132
19,s,60,Pedestrian,,placeholder,29;30;37;49;88;150;160,132,159.492667
20,s,88,Pedestrian,,placeholder,29;37;49;60;150;160,62.896167,144
21,s,88,Pedestrian,,placeholder,29;37;49;60;150;160,144,168
22,s,88,Pedestrian,,placeholder,29;37;49;60;150;160,168,179.512667
23,s,150,Pedestrian,,placeholder,29;49;60;88;160,113.446667,144
24,s,150,Pedestrian,,placeholder,29;49;60;88;160,144,164
25,s,150,Pedestrian,,placeholder,29;49;60;88;160,164,170
26,s,150,Pedestrian,,placeholder,29;49;60;88;160,170,185.852333
27,s,160,Pedestrian,,placeholder,49;60;88;150;217;244,129.6295,155
28,s,160,Pedestrian,,placeholder,49;60;88;150;217;244,155,167
29,s,160,Pedestrian,,placeholder,49;60;88;150;217;244,167,188
30,s,160,Pedestrian,,placeholder,49;60;88;150;217;244,188,254.087167
31,x,217,Pedestrian,,placeholder,160,198.531667,225.558667
32,s,244,Pedestrian,,placeholder,160,236.7365,246
33,s,244,Pedestrian,,placeholder,160,246,274
34,s,244,Pedestrian,,placeholder,160,274,281.447833
